task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_past_completion_time_avg_hours,user_current_workload
672,Onboard new hire Jane Smith.,2025-01-31,2025-02-28,Low,HR,Henry,6,"HR, Marketing",6.726911864478398,2
673,Audit QQ3 expenses.,2025-07-02,2025-07-08,Low,Finance,Zoe,3,Finance,3.529851632961227,4
674,Research new AI algorithms for computer vision.,2025-05-10,2025-05-21,Low,Research,Olivia,6,"Admin, Research",7.589919813439466,6
675,Analyze QQ2 marketing spend.,2025-05-01,2025-05-08,High,Marketing,Tina,6,"Support, Development",3.6216459635052445,8
676,Process invoices for IT.,2025-03-13,2025-04-11,Low,Finance,Zoe,6,Finance,3.529851632961227,4
677,Prepare payroll for June.,2025-04-22,2025-05-10,Medium,Finance,Yara,6,Marketing,9.16830741477354,1
678,Update knowledge base article on troubleshooting guide.,2025-06-19,2025-07-12,High,Support,Karen,9,Support,9.855336239448196,3
679,Process invoices for Marketing.,2025-04-10,2025-04-16,Critical,Finance,Charlie,22,"Finance, Admin",5.468591858102769,7
680,Coordinate travel arrangements for Chris Wilson.,2025-05-01,2025-05-25,Medium,Admin,Henry,7,"HR, Marketing",6.726911864478398,2
681,Write unit tests for get_user_data.,2025-04-26,2025-05-22,Medium,Development,Bob,9,Marketing,7.569853667031811,8
682,Conduct user interviews for search functionality.,2025-05-28,2025-06-04,Low,Research,Kevin,11,"Marketing, Research",4.862091593477015,7
683,Prepare literature review on deep learning architectures.,2025-04-08,,High,Research,Alex,6,Finance,9.579854647699872,6
684,Order office supplies for Branch A.,2025-01-28,2025-02-01,Medium,Admin,Sam,2,"Admin, Support",4.882980999101189,7
685,Draft email newsletter for company news.,2025-04-22,2025-05-21,Low,Marketing,Yara,6,Marketing,9.16830741477354,1
686,Audit QQ2 expenses.,2025-07-03,,High,Finance,Ivy,10,Finance,4.695706517915235,8
687,Order office supplies for Headquarters.,2025-03-16,2025-04-09,Critical,Admin,Frank,13,"Finance, Admin",4.461671526421454,5
688,Schedule meeting with CTO.,2025-02-24,2025-03-04,Critical,Admin,Wendy,13,"Admin, Research",6.105603273126828,8
689,Deploy v3.0 to production.,2025-05-12,2025-05-18,Critical,Development,Isaac,14,Development,8.761894137397698,5
690,Create social media campaign for Software Suite.,2025-04-06,2025-04-23,Medium,Marketing,Daniel,3,"Support, Marketing",9.116648644946071,6
691,Review QQ2 budget report.,2025-06-07,2025-06-09,Low,Finance,Peter,3,"Marketing, Finance",4.826433608766385,5
692,Implement login in the backend.,2025-05-03,2025-05-17,Medium,Development,Quinn,5,"Development, Support",3.464227970981211,4
693,Reconcile travel budget statements.,2025-06-01,,Low,Finance,Victor,1,Support,9.846408648143122,5
694,Process invoices for Marketing.,2025-01-29,2025-02-10,Low,Finance,Chloe,1,Finance,5.175381946852099,8
695,Create social media campaign for Service X.,2025-05-01,2025-05-05,High,Marketing,Bob,4,Marketing,7.569853667031811,8
696,Prepare presentation for Product Launch.,2025-02-24,2025-03-22,High,Marketing,Ben,12,Admin,4.809463841776423,8
697,Create social media campaign for Service X.,2025-04-13,2025-05-07,Critical,Marketing,Tina,22,"Support, Development",3.6216459635052445,8
698,Coordinate travel arrangements for Chris Wilson.,2025-01-20,2025-02-14,High,Admin,Karen,6,Support,9.855336239448196,3
699,Prepare presentation for Product Launch.,2025-05-19,2025-06-09,Low,Marketing,Hannah,8,"Marketing, Development",8.616576794366768,1
700,Manage facility maintenance.,2025-02-04,2025-03-05,Critical,Admin,Jessica,8,Admin,9.674887732588516,7
701,Process invoices for Sales.,2025-03-07,2025-03-18,Medium,Finance,Peter,7,"Marketing, Finance",4.826433608766385,5
702,Analyze QQ2 marketing spend.,2025-03-15,2025-03-22,High,Marketing,Natalie,9,"Finance, Marketing",4.517745395195611,3
703,Create social media campaign for Service X.,2025-03-19,2025-03-23,High,Marketing,Hannah,10,"Marketing, Development",8.616576794366768,1
704,Manage facility maintenance.,2025-06-29,2025-07-23,High,Admin,Xavier,12,"Development, Finance",7.64239563058834,1
705,Update knowledge base article on troubleshooting guide.,2025-06-28,2025-07-10,Medium,Support,Daniel,3,"Support, Marketing",9.116648644946071,6
706,Research competitor Competitor A.,2025-06-15,2025-06-23,Medium,Marketing,Grace,8,Marketing,4.018330924725743,8
707,Reconcile travel budget statements.,2025-04-08,,Low,Finance,Alex,4,Finance,9.579854647699872,6
708,Update knowledge base article on troubleshooting guide.,2025-02-21,,High,Support,Daniel,5,"Support, Marketing",9.116648644946071,6
709,Audit QQ1 expenses.,2025-06-09,2025-06-22,High,Finance,Mia,8,"Finance, Research",9.029520330371653,8
710,Reconcile travel budget statements.,2025-02-18,2025-02-19,Critical,Finance,Ivy,20,Finance,4.695706517915235,8
711,Optimize encryption for performance.,2025-07-02,,High,Development,Eve,5,"Marketing, Development",8.954401079151518,3
712,Conduct user interviews for checkout process.,2025-05-01,2025-05-26,Medium,Research,Olivia,5,"Admin, Research",7.589919813439466,6
713,Review QQ2 budget report.,2025-04-19,2025-05-07,High,Finance,Xavier,10,"Development, Finance",7.64239563058834,1
714,Analyze market trends for finance.,2025-04-17,2025-05-02,Low,Research,Olivia,15,"Admin, Research",7.589919813439466,6
715,Create social media campaign for Software Suite.,2025-04-11,2025-05-05,High,Marketing,Eve,10,"Marketing, Development",8.954401079151518,3
716,Process invoices for IT.,2025-02-02,2025-03-02,Critical,Finance,Liam,13,"Marketing, Finance",7.646306669857175,7
717,Analyze QQ1 marketing spend.,2025-06-07,2025-06-20,Medium,Marketing,Yara,3,Marketing,9.16830741477354,1
718,Develop prototype for blockchain.,2025-07-06,2025-07-27,High,Research,Victor,15,Support,9.846408648143122,5
719,Develop prototype for blockchain.,2025-03-03,2025-03-24,High,Research,Olivia,13,"Admin, Research",7.589919813439466,6
720,Coordinate travel arrangements for Sarah Davis.,2025-03-16,2025-04-09,High,Admin,Ben,11,Admin,4.809463841776423,8
721,Onboard new hire Michael Brown.,2025-04-03,2025-04-08,Critical,HR,Emily,9,"HR, Marketing",6.308737343217359,5
722,Conduct user interviews for checkout process.,2025-01-29,2025-02-06,Low,Research,Noah,12,"HR, Research",9.40024889822967,3
723,Conduct user interviews for search functionality.,2025-06-20,2025-06-27,Critical,Research,Mia,7,"Finance, Research",9.029520330371653,8
724,Refactor payment gateway.,2025-05-06,,High,Development,Isaac,5,Development,8.761894137397698,5
725,Draft new HR policy.,2025-03-15,2025-03-30,High,HR,Jack,9,"Admin, Research",5.860282541589919,3
726,Analyze market trends for healthcare.,2025-03-26,2025-04-24,Low,Research,Wendy,10,"Admin, Research",6.105603273126828,8
727,Prepare presentation for Annual Summit.,2025-06-16,,High,Marketing,Natalie,12,"Finance, Marketing",4.517745395195611,3
728,Optimize sorting for performance.,2025-02-16,,Critical,Development,Eve,8,"Marketing, Development",8.954401079151518,3
729,Prepare presentation for Product Launch.,2025-05-06,2025-05-15,Low,Marketing,Kevin,1,"Marketing, Research",4.862091593477015,7
730,Prepare payroll for January.,2025-07-15,2025-08-07,Low,Finance,Chloe,8,Finance,5.175381946852099,8
731,Schedule meeting with CEO.,2025-07-08,2025-08-01,Medium,Admin,Jessica,8,Admin,9.674887732588516,7
732,Research new AI algorithms for computer vision.,2025-02-17,2025-03-10,Critical,Research,Frank,14,"Finance, Admin",4.461671526421454,5
733,Order office supplies for Branch A.,2025-04-22,2025-05-04,High,Admin,Frank,12,"Finance, Admin",4.461671526421454,5
734,Refactor authentication module.,2025-04-04,2025-04-22,Low,Development,David,9,"Development, Marketing",7.17565478893349,6
735,Analyze market trends for healthcare.,2025-06-08,,Medium,Research,Felix,15,Development,6.326325553825599,5
736,Schedule meeting with Team Lead.,2025-05-02,,Critical,Admin,Uma,22,Admin,8.640243477370621,2
737,Coordinate travel arrangements for Chris Wilson.,2025-07-03,2025-07-25,High,Admin,Charlie,8,"Finance, Admin",5.468591858102769,7
738,Review QQ3 budget report.,2025-04-26,,Critical,Finance,Frank,16,"Finance, Admin",4.461671526421454,5
739,Analyze market trends for finance.,2025-03-08,2025-03-16,High,Research,Rachel,6,Research,6.307802224356129,7
740,Schedule meeting with CTO.,2025-04-24,2025-04-30,Low,Admin,Wendy,6,"Admin, Research",6.105603273126828,8
741,Prepare payroll for April.,2025-03-27,2025-04-14,Medium,Finance,Ivy,4,Finance,4.695706517915235,8
742,Escalate complex issue to Tier 2 Support.,2025-02-14,2025-03-01,High,Support,Sam,4,"Admin, Support",4.882980999101189,7
743,Prepare literature review on deep learning architectures.,2025-02-02,2025-02-28,High,Research,Olivia,9,"Admin, Research",7.589919813439466,6
744,Create social media campaign for Service X.,2025-03-31,2025-04-17,Medium,Marketing,Henry,3,"HR, Marketing",6.726911864478398,2
745,Audit QQ2 expenses.,2025-04-24,2025-05-24,Critical,Finance,Noah,23,"HR, Research",9.40024889822967,3
746,Refactor payment gateway.,2025-03-29,2025-04-10,Medium,Development,Oscar,8,Development,5.266581894916864,8
747,Draft email newsletter for latest features.,2025-05-27,,Low,Marketing,Yara,8,Marketing,9.16830741477354,1
748,Implement dashboard in the API.,2025-02-26,2025-03-05,Critical,Development,Peter,10,"Marketing, Finance",4.826433608766385,5
749,Manage facility maintenance.,2025-03-02,2025-03-08,Low,Admin,Ben,6,Admin,4.809463841776423,8
750,Audit QQ3 expenses.,2025-03-25,2025-04-08,High,Finance,Zoe,4,Finance,3.529851632961227,4
751,Organize company documents for legal.,2025-01-28,2025-02-05,Critical,Admin,Uma,15,Admin,8.640243477370621,2
752,Prepare presentation for Annual Summit.,2025-06-22,2025-07-12,Critical,Marketing,Mark,22,Marketing,3.272879263443162,6
753,Write unit tests for get_user_data.,2025-06-09,2025-06-22,Critical,Development,David,9,"Development, Marketing",7.17565478893349,6
754,Review QQ4 budget report.,2025-07-09,,High,Finance,Chloe,9,Finance,5.175381946852099,8
755,Optimize search for performance.,2025-07-11,2025-07-12,Medium,Development,Oscar,11,Development,5.266581894916864,8
756,Draft email newsletter for latest features.,2025-01-23,2025-02-15,High,Marketing,Liam,6,"Marketing, Finance",7.646306669857175,7
757,Research competitor Competitor A.,2025-01-29,2025-02-16,Medium,Marketing,Emily,5,"HR, Marketing",6.308737343217359,5
758,Onboard new hire Michael Brown.,2025-05-26,2025-06-04,Medium,HR,Wendy,4,"Admin, Research",6.105603273126828,8
759,Provide technical assistance for reporting tools.,2025-05-15,2025-06-06,High,Support,Frank,11,"Finance, Admin",4.461671526421454,5
760,Optimize encryption for performance.,2025-03-30,2025-04-23,Critical,Development,Hannah,13,"Marketing, Development",8.616576794366768,1
761,Coordinate travel arrangements for Chris Wilson.,2025-04-22,,Medium,Admin,Zoe,6,Finance,3.529851632961227,4
762,Organize company documents for legal.,2025-02-23,2025-02-27,Low,Admin,Jessica,3,Admin,9.674887732588516,7
763,Create social media campaign for Software Suite.,2025-01-23,2025-02-03,Medium,Marketing,Alice,7,"Support, Marketing",8.55145246285532,1
764,Draft email newsletter for latest features.,2025-06-26,,Medium,Marketing,Alice,5,"Support, Marketing",8.55145246285532,1
765,Prepare payroll for February.,2025-04-17,2025-04-21,Critical,Finance,Natalie,9,"Finance, Marketing",4.517745395195611,3
766,Review QQ2 budget report.,2025-03-01,2025-03-30,Critical,Finance,Liam,20,"Marketing, Finance",7.646306669857175,7
767,Update employee records for promotion.,2025-02-04,2025-02-13,High,HR,Karen,11,Support,9.855336239448196,3
768,Conduct user interviews for checkout process.,2025-04-10,2025-04-27,High,Research,Sam,7,"Admin, Support",4.882980999101189,7
769,Schedule interviews for Marketing Manager.,2025-05-22,2025-05-31,Low,HR,Henry,7,"HR, Marketing",6.726911864478398,2
770,Coordinate travel arrangements for Chris Wilson.,2025-05-15,2025-06-14,Medium,Admin,Hannah,5,"Marketing, Development",8.616576794366768,1
771,Escalate complex issue to Tier 2 Support.,2025-04-12,2025-04-29,Low,Support,Alice,1,"Support, Marketing",8.55145246285532,1
772,Implement login in the API.,2025-05-24,2025-05-25,High,Development,Peter,7,"Marketing, Finance",4.826433608766385,5
773,Reconcile travel budget statements.,2025-05-03,2025-05-30,High,Finance,Jack,6,"Admin, Research",5.860282541589919,3
774,Refactor payment gateway.,2025-03-20,,High,Development,Tina,13,"Support, Development",3.6216459635052445,8
775,Create social media campaign for Service X.,2025-06-13,2025-07-12,Critical,Marketing,Yara,22,Marketing,9.16830741477354,1
776,Research new AI algorithms for computer vision.,2025-04-23,2025-05-08,Low,Research,Sam,5,"Admin, Support",4.882980999101189,7
777,Update knowledge base article on password reset.,2025-01-25,2025-02-10,Critical,Support,Sam,11,"Admin, Support",4.882980999101189,7
778,Analyze market trends for healthcare.,2025-05-23,2025-06-13,High,Research,Rachel,7,Research,6.307802224356129,7
779,Research competitor Competitor B.,2025-04-16,2025-05-13,Low,Marketing,Natalie,3,"Finance, Marketing",4.517745395195611,3
780,Research competitor Competitor B.,2025-04-18,2025-04-25,Critical,Marketing,Frank,16,"Finance, Admin",4.461671526421454,5
781,Review QQ1 budget report.,2025-07-17,2025-08-09,Critical,Finance,Grace,23,Marketing,4.018330924725743,8
782,Schedule interviews for Marketing Manager.,2025-03-01,2025-03-02,Low,HR,Grace,6,Marketing,4.018330924725743,8
783,Plan team-building event for Q2.,2025-07-12,2025-07-25,Critical,HR,Frank,20,"Finance, Admin",4.461671526421454,5
784,Research new AI algorithms for computer vision.,2025-04-10,2025-04-19,Medium,Research,Wendy,8,"Admin, Research",6.105603273126828,8
785,Process invoices for Sales.,2025-06-25,2025-07-05,Medium,Finance,Frank,2,"Finance, Admin",4.461671526421454,5
786,Provide technical assistance for subscription management.,2025-02-22,2025-02-28,Critical,Support,Jessica,10,Admin,9.674887732588516,7
787,Refactor authentication module.,2025-03-14,2025-04-13,Critical,Development,Quinn,15,"Development, Support",3.464227970981211,4
788,Schedule interviews for Software Engineer.,2025-06-19,2025-06-30,High,HR,Isaac,11,Development,8.761894137397698,5
789,Research competitor Competitor A.,2025-07-03,,Low,Marketing,Alice,6,"Support, Marketing",8.55145246285532,1
790,Process invoices for Marketing.,2025-07-08,,Medium,Finance,Ivy,1,Finance,4.695706517915235,8
791,Write unit tests for calculate_total.,2025-03-04,,Low,Development,Liam,8,"Marketing, Finance",7.646306669857175,7
792,Develop prototype for edge AI.,2025-05-17,,Critical,Research,Ben,7,Admin,4.809463841776423,8
793,Draft new HR policy.,2025-06-29,2025-07-29,Medium,HR,Zoe,8,Finance,3.529851632961227,4
794,Audit QQ3 expenses.,2025-02-05,2025-02-12,High,Finance,Yara,9,Marketing,9.16830741477354,1
795,Create social media campaign for AI Tool.,2025-06-01,2025-06-06,Critical,Marketing,Grace,20,Marketing,4.018330924725743,8
796,Draft email newsletter for latest features.,2025-02-17,,Medium,Marketing,Mark,3,Marketing,3.272879263443162,6
797,Review QQ1 budget report.,2025-05-17,2025-05-29,Medium,Finance,Ivy,1,Finance,4.695706517915235,8
798,Draft new HR policy.,2025-03-19,2025-04-14,Low,HR,Eve,2,"Marketing, Development",8.954401079151518,3
799,Deploy v3.0 to production.,2025-07-15,2025-07-26,Medium,Development,Felix,7,Development,6.326325553825599,5
800,Provide technical assistance for reporting tools.,2025-02-25,,High,Support,Sam,4,"Admin, Support",4.882980999101189,7
801,Research competitor Competitor A.,2025-04-23,2025-05-23,Critical,Marketing,Uma,24,Admin,8.640243477370621,2
802,Audit QQ3 expenses.,2025-07-04,,Medium,Finance,Mia,8,"Finance, Research",9.029520330371653,8
803,Prepare presentation for Annual Summit.,2025-04-30,2025-05-23,Low,Marketing,Grace,1,Marketing,4.018330924725743,8
804,Update employee records for address change.,2025-03-12,,High,HR,Noah,9,"HR, Research",9.40024889822967,3
805,Reconcile travel budget statements.,2025-04-01,2025-04-22,Critical,Finance,Xavier,12,"Development, Finance",7.64239563058834,1
806,Manage facility maintenance.,2025-02-23,2025-03-22,Critical,Admin,Uma,18,Admin,8.640243477370621,2
807,Write unit tests for calculate_total.,2025-05-24,2025-05-30,Low,Development,Ben,10,Admin,4.809463841776423,8
808,Prepare presentation for Product Launch.,2025-04-19,2025-05-04,Low,Marketing,Grace,1,Marketing,4.018330924725743,8
809,Review QQ1 budget report.,2025-03-13,,High,Finance,Natalie,8,"Finance, Marketing",4.517745395195611,3
810,Escalate complex issue to Development Team.,2025-02-17,2025-03-08,Low,Support,Yara,8,Marketing,9.16830741477354,1
811,Schedule interviews for Software Engineer.,2025-06-12,2025-07-05,Medium,HR,Ben,1,Admin,4.809463841776423,8
812,Audit QQ1 expenses.,2025-03-02,2025-03-18,Critical,Finance,Xavier,11,"Development, Finance",7.64239563058834,1
813,Draft email newsletter for latest features.,2025-04-25,2025-05-04,High,Marketing,Kevin,11,"Marketing, Research",4.862091593477015,7
814,Provide technical assistance for subscription management.,2025-02-01,,Medium,Support,Charlie,4,"Finance, Admin",5.468591858102769,7
815,Plan team-building event for Q1.,2025-04-18,2025-04-23,Critical,HR,Alice,8,"Support, Marketing",8.55145246285532,1
816,Draft new HR policy.,2025-06-14,,Low,HR,Sam,8,"Admin, Support",4.882980999101189,7
817,Research competitor Competitor A.,2025-03-10,2025-04-02,Critical,Marketing,Alice,13,"Support, Marketing",8.55145246285532,1
818,Onboard new hire John Doe.,2025-01-31,2025-02-26,Low,HR,Hannah,6,"Marketing, Development",8.616576794366768,1
819,Write unit tests for get_user_data.,2025-05-13,2025-06-08,Critical,Development,David,15,"Development, Marketing",7.17565478893349,6
820,Fix bug #510 in UI.,2025-04-14,2025-04-30,Low,Development,Isaac,12,Development,8.761894137397698,5
821,Deploy v3.0 to production.,2025-04-22,2025-05-04,High,Development,Quinn,7,"Development, Support",3.464227970981211,4
822,Review QQ2 budget report.,2025-07-12,2025-08-02,Medium,Finance,Alex,8,Finance,9.579854647699872,6
823,Draft email newsletter for latest features.,2025-02-22,2025-02-25,Critical,Marketing,Peter,19,"Marketing, Finance",4.826433608766385,5
824,Prepare presentation for Annual Summit.,2025-03-18,2025-04-13,Medium,Marketing,Henry,7,"HR, Marketing",6.726911864478398,2
825,Refactor authentication module.,2025-04-11,2025-04-21,Low,Development,Felix,9,Development,6.326325553825599,5
826,Coordinate travel arrangements for Chris Wilson.,2025-04-21,2025-04-29,Medium,Admin,Mia,1,"Finance, Research",9.029520330371653,8
827,Prepare payroll for April.,2025-06-05,2025-06-15,Low,Finance,Peter,1,"Marketing, Finance",4.826433608766385,5
828,Audit QQ3 expenses.,2025-05-25,2025-06-24,Low,Finance,Chloe,3,Finance,5.175381946852099,8
829,Review QQ1 budget report.,2025-04-11,2025-04-30,High,Finance,Quinn,6,"Development, Support",3.464227970981211,4
830,Prepare literature review on machine learning trends.,2025-06-07,,High,Research,Mia,10,"Finance, Research",9.029520330371653,8
831,Order office supplies for Branch A.,2025-02-03,2025-02-09,High,Admin,Olivia,9,"Admin, Research",7.589919813439466,6
832,Optimize encryption for performance.,2025-05-10,,Medium,Development,Kevin,14,"Marketing, Research",4.862091593477015,7
833,Order office supplies for Branch A.,2025-07-11,,High,Admin,Chloe,5,Finance,5.175381946852099,8
834,Order office supplies for Branch A.,2025-07-12,2025-07-20,Critical,Admin,Frank,24,"Finance, Admin",4.461671526421454,5
835,Conduct user interviews for checkout process.,2025-03-23,2025-04-04,Low,Research,Kevin,13,"Marketing, Research",4.862091593477015,7
836,Coordinate travel arrangements for Chris Wilson.,2025-07-10,2025-07-21,High,Admin,Jack,8,"Admin, Research",5.860282541589919,3
837,Research new AI algorithms for computer vision.,2025-04-13,2025-04-19,Medium,Research,Jack,13,"Admin, Research",5.860282541589919,3
838,Coordinate travel arrangements for Sarah Davis.,2025-02-24,2025-03-17,Critical,Admin,Olivia,23,"Admin, Research",7.589919813439466,6
839,Plan team-building event for Q1.,2025-03-31,2025-04-04,Critical,HR,Emily,16,"HR, Marketing",6.308737343217359,5
840,Write unit tests for get_user_data.,2025-05-12,,High,Development,Eve,14,"Marketing, Development",8.954401079151518,3
841,Optimize encryption for performance.,2025-05-19,2025-06-11,High,Development,Karen,14,Support,9.855336239448196,3
842,Provide technical assistance for reporting tools.,2025-07-13,2025-08-02,High,Support,Daniel,5,"Support, Marketing",9.116648644946071,6
843,Draft new HR policy.,2025-06-08,,Low,HR,Henry,8,"HR, Marketing",6.726911864478398,2
844,Schedule interviews for Software Engineer.,2025-03-12,2025-04-10,Medium,HR,Daniel,7,"Support, Marketing",9.116648644946071,6
845,Organize company documents for project.,2025-03-06,2025-03-16,High,Admin,Charlie,5,"Finance, Admin",5.468591858102769,7
846,Create social media campaign for Software Suite.,2025-05-19,2025-06-03,High,Marketing,Eve,9,"Marketing, Development",8.954401079151518,3
847,Research competitor Competitor A.,2025-03-12,2025-03-30,Low,Marketing,Yara,3,Marketing,9.16830741477354,1
848,Process invoices for Marketing.,2025-05-22,2025-06-13,High,Finance,Ivy,5,Finance,4.695706517915235,8
849,Reconcile petty cash statements.,2025-01-21,2025-02-08,High,Finance,Grace,8,Marketing,4.018330924725743,8
850,Draft new HR policy.,2025-05-20,2025-06-09,Critical,HR,Quinn,16,"Development, Support",3.464227970981211,4
851,Process invoices for Marketing.,2025-01-20,2025-02-10,Critical,Finance,Xavier,19,"Development, Finance",7.64239563058834,1
852,Analyze QQ4 marketing spend.,2025-01-21,2025-02-16,Medium,Marketing,Sam,2,"Admin, Support",4.882980999101189,7
853,Schedule meeting with Team Lead.,2025-07-13,,Low,Admin,Karen,6,Support,9.855336239448196,3
854,Resolve customer ticket #TKT-2599 for software bug.,2025-01-23,2025-02-07,High,Support,Victor,11,Support,9.846408648143122,5
855,Draft email newsletter for company news.,2025-04-16,2025-04-27,High,Marketing,Tina,6,"Support, Development",3.6216459635052445,8
856,Update knowledge base article on password reset.,2025-05-10,2025-06-02,Critical,Support,Karen,10,Support,9.855336239448196,3
857,Organize company documents for legal.,2025-06-08,2025-07-05,Low,Admin,Isaac,3,Development,8.761894137397698,5
858,Prepare literature review on machine learning trends.,2025-04-01,,Medium,Research,Noah,12,"HR, Research",9.40024889822967,3
859,Fix bug #763 in database.,2025-04-09,2025-04-10,High,Development,Felix,15,Development,6.326325553825599,5
860,Create social media campaign for Service X.,2025-06-17,2025-06-26,Medium,Marketing,Bob,2,Marketing,7.569853667031811,8
861,Research new AI algorithms for computer vision.,2025-06-27,2025-07-20,Low,Research,Mia,9,"Finance, Research",9.029520330371653,8
862,Review QQ1 budget report.,2025-03-19,2025-03-31,Critical,Finance,Bob,18,Marketing,7.569853667031811,8
863,Prepare presentation for Product Launch.,2025-05-06,2025-05-08,Low,Marketing,Liam,2,"Marketing, Finance",7.646306669857175,7
864,Write unit tests for get_user_data.,2025-06-25,2025-07-04,Medium,Development,Lily,15,"Finance, Support",5.13164526027243,4
865,Schedule meeting with CTO.,2025-02-16,2025-03-06,Low,Admin,Isaac,5,Development,8.761894137397698,5
866,Order office supplies for Branch A.,2025-05-31,2025-06-08,Low,Admin,Ben,5,Admin,4.809463841776423,8
867,Review QQ2 budget report.,2025-04-13,2025-05-08,High,Finance,Kevin,5,"Marketing, Research",4.862091593477015,7
868,Deploy v3.0 to production.,2025-01-24,2025-01-29,Low,Development,Isaac,7,Development,8.761894137397698,5
869,Deploy v3.0 to production.,2025-02-18,2025-03-07,Medium,Development,Chloe,6,Finance,5.175381946852099,8
870,Organize company documents for project.,2025-02-01,,High,Admin,Mark,7,Marketing,3.272879263443162,6
871,Research competitor Competitor A.,2025-04-10,2025-04-25,Low,Marketing,Alice,1,"Support, Marketing",8.55145246285532,1
872,Provide technical assistance for reporting tools.,2025-01-25,2025-02-04,High,Support,Quinn,4,"Development, Support",3.464227970981211,4
873,Schedule meeting with CEO.,2025-03-05,2025-03-09,High,Admin,Charlie,11,"Finance, Admin",5.468591858102769,7
874,Prepare payroll for May.,2025-01-28,2025-01-29,Critical,Finance,Peter,8,"Marketing, Finance",4.826433608766385,5
875,Escalate complex issue to Development Team.,2025-03-25,2025-03-29,Low,Support,Tina,8,"Support, Development",3.6216459635052445,8
876,Reconcile petty cash statements.,2025-02-02,2025-02-09,Low,Finance,Peter,8,"Marketing, Finance",4.826433608766385,5
877,Deploy v3.0 to production.,2025-04-07,2025-04-17,Critical,Development,Hannah,8,"Marketing, Development",8.616576794366768,1
878,Review QQ1 budget report.,2025-03-29,2025-04-28,Critical,Finance,Isaac,21,Development,8.761894137397698,5
879,Draft email newsletter for latest features.,2025-06-02,2025-07-01,Critical,Marketing,Charlie,8,"Finance, Admin",5.468591858102769,7
880,Manage facility maintenance.,2025-07-09,2025-07-14,Medium,Admin,Sam,1,"Admin, Support",4.882980999101189,7
881,Resolve customer ticket #TKT-2857 for billing error.,2025-06-02,,Medium,Support,Frank,8,"Finance, Admin",4.461671526421454,5
882,Research competitor Competitor B.,2025-06-26,2025-06-30,Critical,Marketing,Chloe,24,Finance,5.175381946852099,8
883,Update knowledge base article on password reset.,2025-04-11,,Critical,Support,Quinn,19,"Development, Support",3.464227970981211,4
884,Draft new HR policy.,2025-02-11,2025-03-07,Critical,HR,Jessica,9,Admin,9.674887732588516,7
885,Prepare literature review on machine learning trends.,2025-03-06,2025-03-17,High,Research,Jack,5,"Admin, Research",5.860282541589919,3
886,Draft email newsletter for latest features.,2025-04-18,2025-04-22,Low,Marketing,Emily,8,"HR, Marketing",6.308737343217359,5
887,Research competitor Competitor A.,2025-04-10,,Medium,Marketing,Mark,8,Marketing,3.272879263443162,6
888,Provide technical assistance for reporting tools.,2025-02-25,2025-03-23,Low,Support,Henry,4,"HR, Marketing",6.726911864478398,2
889,Process invoices for Sales.,2025-04-01,2025-04-30,High,Finance,Zoe,5,Finance,3.529851632961227,4
890,Order office supplies for Branch A.,2025-06-15,2025-06-27,Critical,Admin,Olivia,19,"Admin, Research",7.589919813439466,6
891,Organize company documents for legal.,2025-04-15,2025-04-22,Critical,Admin,Yara,17,Marketing,9.16830741477354,1
892,Follow up on pending Customer B request.,2025-02-05,2025-02-19,Critical,Support,Alice,18,"Support, Marketing",8.55145246285532,1
893,Prepare payroll for January.,2025-03-09,2025-03-10,Low,Finance,Ben,5,Admin,4.809463841776423,8
894,Develop prototype for blockchain.,2025-04-17,2025-04-27,High,Research,Jack,13,"Admin, Research",5.860282541589919,3
895,Order office supplies for Branch A.,2025-06-12,2025-06-23,Medium,Admin,Jessica,3,Admin,9.674887732588516,7
896,Process invoices for Marketing.,2025-07-09,2025-07-21,Low,Finance,Lily,5,"Finance, Support",5.13164526027243,4
897,Prepare presentation for Product Launch.,2025-06-07,2025-06-15,Medium,Marketing,Yara,2,Marketing,9.16830741477354,1
898,Provide technical assistance for subscription management.,2025-04-04,2025-04-28,Low,Support,Victor,7,Support,9.846408648143122,5
899,Coordinate travel arrangements for Chris Wilson.,2025-04-11,2025-05-01,Low,Admin,Sam,5,"Admin, Support",4.882980999101189,7
900,Manage facility maintenance.,2025-03-07,2025-04-04,High,Admin,Charlie,6,"Finance, Admin",5.468591858102769,7
901,Prepare presentation for Product Launch.,2025-04-21,2025-05-01,Low,Marketing,Oscar,7,Development,5.266581894916864,8
902,Draft email newsletter for latest features.,2025-01-30,2025-02-20,Critical,Marketing,Peter,24,"Marketing, Finance",4.826433608766385,5
903,Plan team-building event for Q1.,2025-02-03,2025-03-04,Medium,HR,David,4,"Development, Marketing",7.17565478893349,6
904,Onboard new hire Jane Smith.,2025-05-13,2025-06-02,High,HR,Emily,9,"HR, Marketing",6.308737343217359,5
905,Conduct user interviews for search functionality.,2025-05-04,2025-05-26,High,Research,Eve,9,"Marketing, Development",8.954401079151518,3
906,Fix bug #751 in authentication.,2025-03-07,2025-03-24,High,Development,Felix,12,Development,6.326325553825599,5
907,Resolve customer ticket #TKT-2820 for billing error.,2025-05-30,2025-06-15,Low,Support,Quinn,1,"Development, Support",3.464227970981211,4
